Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
NBRWF,NABORS INDUSTRIES WT 26,OTCQB,12.500000,-10.330000,1033,Warrants,Bermuda,
NBTRF,NOBEL RES CORP,OTCQB,0.005000,1150.000000,1500,Foreign Ordinary Shares,Canada,Ontario
NBVAF,NUBEVA TECH LTD,OTCQB,0.750000,,0,Foreign Ordinary Shares,Canada,British Columbia
NBYCF,NIOBAY METALS INC,OTCQB,0.079900,,0,Foreign Ordinary Shares,Canada,Quebec
NCABF,NCAB GROUP AB NEW,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
NCAUF,NEWCORE GOLD LTD,OTCQX International,0.110460,3.233600,40700,Foreign Ordinary Shares,Canada,British Columbia
NCBDF,BANDAI NAMCO HOLDGS INC,Pink Limited,22.840000,,0,Foreign Ordinary Shares,Japan,
NCBDY,BANDAI NAMCO HLDGS U/ADR,Pink Limited,10.980000,-1.436300,22020,ADRs,Japan,
NCCBF,NCC AB B,Pink Limited,30.950000,,0,Foreign Ordinary Shares,,
NCCGF,"NCC GROUP PLC, MANCHESTER",Pink Current,1.400000,,0,Foreign Ordinary Shares,,
NCDGF,NEW CITY DEV GROUP LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
NCFFF,NORTHCLIFF RESOURCES LTD,Pink Current,0.010000,,0,Foreign Ordinary Shares,,
NCHEY,NICHIREI CORP UNSP/ADR,Pink Limited,10.900000,,0,ADRs,Japan,
NCHVF,NUCHEV PTY LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
NCKAF,NICKEL ASIA CORPORATION,Pink Limited,0.132700,,0,Foreign Ordinary Shares,,
NCLLF,NETCALL PLC,Pink Current,1.119188,,0,Foreign Ordinary Shares,,
NCLTF,NITORI HOLDINGS CO LTD,Pink Limited,115.000000,2.580600,468,Foreign Ordinary Shares,Japan,
NCLTY,NITORI HOLDINGS CO U/ADR,Pink Limited,11.480000,2.775300,96880,ADRs,Japan,
NCMBF,GOLDON RESOURCES LTD ORD,Pink Current,0.052800,,0,Foreign Ordinary Shares,Canada,British Columbia
NCMGF,NEWCREST MINING LTD ORD,Pink Current,17.890000,1.073400,31269,Foreign Ordinary Shares,Australia,Victoria
NCMGY,NEWCREST MINING LTD S/ADR,Pink Current,17.920000,0.223700,45666,ADRs,Australia,Victoria
NCPCF,NICKEL CREEK PLATINUM CRP,OTCQB,0.022200,-0.892900,12299,Foreign Ordinary Shares,Canada,British Columbia
NCRBF,NIPPON CARBON CO LTD ORD,Pink Limited,30.000000,,0,Foreign Ordinary Shares,,
NCRRP,NCR CORP PFD CNV A 5.5,Pink Current,842.000000,,0,Preferred Stock,USA,Georgia
NCSYF,NICE SYSTEMS LTD ORD,Pink Current,195.000000,0.000000,15,Foreign Ordinary Shares,Israel,
NCTKF,NABTESCO CORP ORD,Pink Limited,21.710000,,41,Foreign Ordinary Shares,,
NCTKY,NABTESCO CORP ADR,Pink Limited,13.750000,,0,ADRs,,
NCXS,NBC BANCORP INC,Pink Current,45.000000,,0,Common Stock,USA,New York
NDATF,NDATALYZE CORP,Pink Current,0.050300,,0,Foreign Ordinary Shares,Canada,Alberta
NDBKF,NEDBANK GROUP LTD ORD,Pink Current,12.399000,,79,Foreign Ordinary Shares,South Africa,
NDBKY,NEDBANK GROUP LTD S/ADR,Pink Current,11.770000,-1.670800,8954,ADRs,South Africa,
NDCVF,NORDIC SEMICONDUCTOR ORD,Pink Limited,11.750000,0.000000,160,Foreign Ordinary Shares,Norway,
NDDLF,NEDERLANDSCHE APPARATEN,Pink Limited,55.087900,,0,Foreign Ordinary Shares,,
NDEKF,NITTO DENKO CORP ORD,Pink Limited,72.040000,,122,Foreign Ordinary Shares,Japan,
NDEKY,NITTO DENKO CORP UNSP/ADR,Pink Limited,35.600000,0.451500,5180,ADRs,Japan,
NDENF,AFRICAN ENERGY METALS INC,OTCQB,0.023000,,0,Foreign Ordinary Shares,Canada,British Columbia
NDEPF,NEW WRLD DEPT STORE ORD,Pink Current,0.140000,,0,Foreign Ordinary Shares,China,
NDEV,NOVUS ACQSTN  DEV  CORP,Pink Current,0.025000,7.991400,26651,Common Stock,USA,Florida
NDGPF,NINE DRAGONS PAPER HLDGS,Pink Current,0.618500,0.536400,1000,Foreign Ordinary Shares,Hong Kong,
NDGPY,NINE DRAGONS P/H UNSP/ADR,Pink Current,12.220000,,7,ADRs,Hong Kong,
NDMCF,NEW DESTINY MINING CORP,Pink Current,0.011100,,0,Foreign Ordinary Shares,,
NDRBF,NIBE INDUSTRIE AB NEW,Pink Limited,9.100000,2.941200,1642,Foreign Ordinary Shares,Sweden,
NDTP,NDT PHARMACEUTICALS INC,Pink Current,0.001000,,0,Common Stock,USA,New York
NDVAF,INDIVA LTD,Pink Current,0.017630,6.204800,2900,Foreign Ordinary Shares,Canada,Ontario
NDVLY,NEW WORLD DEV LTD S/ADR,Pink Current,1.130000,-2.586200,1224,ADRs,China,Hong Kong
NDWTY,NETDRAGON WEBSFT UNSP/ADR,Pink Current,55.210000,,0,ADRs,,
NECA,NEW AMERICA ENERGY CORP,Pink Current,0.000100,0.000000,2113350,Common Stock,USA,Utah
NEFB,NEFFS BANCORP INC,Pink Current,350.000000,,0,Common Stock,USA,Pennsylvania
NEFBP,NEFFS BANCORP INC PFD SER,Pink Current,400.000000,,0,Preferred Stock,USA,Pennsylvania
NEGXF,NEXGENRX INC,Pink Current,0.243700,,0,Foreign Ordinary Shares,Canada,Ontario
NELEF,NITTO KOGYO CORP,Pink Limited,21.650000,,0,Foreign Ordinary Shares,,
NEMKY,NEMETSCHEK SE UNSP/ADR,Pink Limited,14.370000,,0,ADRs,,
NENTF,NORDIC ENTERTNMT FRP AB B,Pink Limited,7.920000,,0,Foreign Ordinary Shares,,
NENTY,VIAPLAY GROUP AB U/ADR,Pink Limited,6.270000,,0,ADRs,,
NEOJF,NEOJAPAN INC,Pink Limited,7.540100,,0,Common Stock,,
NEPRY,NEPI ROCKCASTLE PLC U/ADR,Pink Current,0.000000,,0,ADRs,Isle of Man,
NESRF,NORTHERN STAR RES LTD,Pink Current,8.305000,1.218800,934,Foreign Ordinary Shares,Australia,Western Australia
NETGY,NETCOMPANY GROUP AS ADR,Pink Limited,0.000000,,0,ADRs,,
NETLF,NETLINK NBN TR,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
NETTF,NETEASE INC,Pink Current,19.456000,3.214900,1291,Foreign Ordinary Shares,China,
NETWF,NETWORK MEDIA GROUP INC,OTCQB,0.038600,0.783300,5000,Foreign Ordinary Shares,Canada,British Columbia
NEVDF,NEVADA COPPER CORP,Pink Current,0.152100,-0.523200,151289,Foreign Ordinary Shares,Canada,British Columbia
NEWDF,NEWFOUNDLAND DISCOVERY CP,Pink Current,0.027200,8.800000,4081,Foreign Ordinary Shares,Canada,British Columbia
NEWEN,NEW ENGLAND POWER 6 PR,Pink Current,110.000000,,0,Preferred Stock,USA,Massachusetts
NEWH,NEWHYDROGEN INC,Pink Current,0.011250,6.132100,1484606,Common Stock,USA,California
NEWUF,NEWTOPIA INC,OTCQB,0.052000,,0,Foreign Ordinary Shares,Canada,Ontario
NEXCF,NEXTECH AR SOLUTIONS CORP,OTCQX International,0.395050,-1.237500,196296,Foreign Ordinary Shares,Canada,Ontario
NEXD,NEXT DYNAMICS INC,Pink Current,0.501000,,0,Common Stock,USA,New York
NEXNF,NEXE INNOVATIONS INC,Pink Current,0.371000,5.218400,1003,Foreign Ordinary Shares,Canada,British Columbia
NEXNY,NEXANS UNSP/ADR,Pink Limited,42.544000,0.238400,1982,ADRs,France,
NEXOF,NEXON CO LTD ORD,Pink Limited,22.470000,,0,Foreign Ordinary Shares,Japan,
NEXOY,NEXON CO LTD UNSP/ADR,Pink Limited,18.360000,1.101300,17927,ADRs,Japan,
NEXPF,NEXI SPA AZIONI ORDINARIE,Pink Limited,8.220000,,0,Foreign Ordinary Shares,Italy,
NEXXY,NEXI S.P.A.UNSP/ADR,Pink Limited,7.840000,,107,ADRs,Italy,
NFEI,NEW FRONTIER ENERGY INC,Pink Limited,0.004400,,0,Common Stock,USA,New York
NFGRF,BEIJINGWEST INDS INTL NEW,Pink Current,0.061500,,0,Foreign Ordinary Shares,China,Hong Kong
NFLDF,EXPLOITS DISCOVERY CORP,OTCQX International,0.110900,2.552200,46695,Foreign Ordinary Shares,Canada,Ontario
NFPDF,NISSIN FOOD PRODUCTS,Pink Limited,92.250000,,3,Foreign Ordinary Shares,Japan,
NFTFF,NFT TECHNOLOGIES INC,OTCQB,0.049500,-38.125000,3285,Foreign Ordinary Shares,Canada,British Columbia
NFTI,NOFIRE TECHNOLOGIES INC,Pink Limited,0.010000,,0,Common Stock,USA,New Jersey
NFTN,NFINITI INC,Pink Current,0.062000,,0,Common Stock,Mexico,
NFYEF,NFI GROUP INC,Pink Current,8.220000,0.673600,126,Foreign Ordinary Shares,Canada,Manitoba
NGCG,NEW GENERATION CONSUMER,Pink Limited,0.002000,0.000000,538028,Common Stock,USA,Delaware
NGCRF,NAGACORP LTD ORD,Pink Current,0.544100,,1,Foreign Ordinary Shares,Hong Kong,
NGCRY,NAGACORP LTD UNSP/ADR,Pink Current,45.655000,,0,ADRs,Hong Kong,
NGELF,NGE CAP LTD,Pink Current,0.485600,,0,Foreign Ordinary Shares,Australia,Victoria
NGENF,NERVGEN PHARMA CORP,OTCQX International,1.230000,-2.381000,58918,Foreign Ordinary Shares,Canada,British Columbia
NGGTF,NATIONAL GRID PLC ORD,Pink Current,12.735000,,104,Foreign Ordinary Shares,United Kingdom,
NGHDF,NOVA GROUP HOLDINGS LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
NGKIF,NGK INSULATORS,Pink Limited,11.420000,,25,Foreign Ordinary Shares,Japan,
NGKKF,NAGANO KEIKI CO LTD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
NGKSF,NITERRA CO LTD,Pink Limited,19.880000,,0,Foreign Ordinary Shares,Japan,
NGKSY,NITERRA CO LTD UNSP/ADR,Pink Limited,10.320000,5.846200,802,ADRs,Japan,
NGLBF,NAGAILEBEN CO LTD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
NGLD,NEVADA CANYON GOLD CORP,Pink Current,2.200000,0.000000,102,Common Stock,USA,Nevada
NGLOY,ANGLO AMERICAN SPNS/ADR,OTCQX International Premier,14.200000,0.211700,254605,ADRs,United Kingdom,
NGMDF,NUGEN MED DEVICES INC,OTCQB,0.156000,,0,Foreign Ordinary Shares,Canada,Ontario
NGPHF,NORTHERN GRAPHITE ORD,OTCQB,0.303800,0.863200,19855,Foreign Ordinary Shares,Canada,Ontario
NGRBF,NEXTGEN FOOD ROBOTICS CP,Pink Current,0.902500,5.198700,835229,Foreign Ordinary Shares,,
NGRC,NATIONAL GRAPHITE CRP,Pink Limited,0.042000,,0,Common Stock,Canada,British Columbia
NGRRF,NAGARRO SE,Pink Current,91.690000,2.699400,357,Foreign Ordinary Shares,,
NGTF,NIGHTFOOD HLDGS INC,OTCQB,0.018300,-17.194600,107550,Common Stock,USA,New York
NGXLF,NGX LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,Australia,Western Australia
NGXXF,NGEX MINERALS LTD,Pink Current,5.500000,-0.362300,8572,Foreign Ordinary Shares,,
NHAWF,NORTH ARROW MINERALS NEW,Pink Current,0.070000,,0,Foreign Ordinary Shares,Canada,British Columbia
NHBAF,NICHIBAN CO LTD,Pink Limited,12.700000,,0,Foreign Ordinary Shares,,
NHCZF,NIHON CHOUZAI CO LTD ORD,Pink Limited,32.050000,,0,Foreign Ordinary Shares,,
NHESF,NIHON ESLEAD CORP ORD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
NHFOF,NH FOOD LTD,Pink Limited,24.690000,,0,Common Stock,,
NHHEF,NH HOTELES SA ORD,Pink Limited,3.880000,,0,Foreign Ordinary Shares,Spain,
NHHHF,FUELPOSITIVE CORP,OTCQB,0.050200,1.619400,1087790,Foreign Ordinary Shares,Canada,Ontario
NHHS,NORTHSTAR HEALTHCARE INC,Pink Current,1.250000,,0,Common Stock,USA,New York
NHIQ,NANTHEALTH INC,OTCQB,0.510000,-7.272700,21441,Common Stock,USA,North Carolina
NHKGF,NHK SPRING CO LTD,Pink Limited,7.300000,,0,Foreign Ordinary Shares,,
NHLG,NATL HEALTHCARE LOGISTICS,Pink Current,0.013400,,0,Common Stock,USA,California
NHLPF,NAHL GROUP PLC ORD,Pink Current,0.528000,,0,Foreign Ordinary Shares,United Kingdom,
NHMAF,NIHON M AND A CENTER ORD,Pink Limited,7.540000,3.856700,101,Foreign Ordinary Shares,Japan,
NHMD,NATE'S FOOD CO,Pink Current,0.000100,-50.000000,9551289,Common Stock,USA,California
NHNCF,NAVER CORP ORD,Pink Limited,115.000000,,0,Foreign Ordinary Shares,South Korea,
NHNKF,NIHON KOHDEN ORD,Pink Limited,21.540000,,0,Foreign Ordinary Shares,Japan,
NHNKY,NIHON KOHDEN UNSP/ADR,Pink Limited,13.180000,1.232800,2478,ADRs,Japan,
NHOLF,SOMPO HLDGS INC ORD,Pink Limited,44.660000,,0,Foreign Ordinary Shares,Japan,
NHOXF,NEDERMAN HLDG AKTIBLAG AK,Pink Limited,19.100000,,0,Foreign Ordinary Shares,,
NHPCF,NIHON PARKERIZING CO LTD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
NHPEF,NEW HOPE CORP LTD ORD,Pink Current,3.190000,,0,Foreign Ordinary Shares,Australia,Queensland
NHYDY,NORSK HYDRO A S ADS,OTCQX International Premier,5.980000,1.184400,221249,ADRs,Norway,
NHYF,NATURAL HARMONY FOODS INC,Pink Limited,0.004000,-2.439000,40200,Common Stock,USA,Wyoming
NHYKF,NORSK HYDRO AS ORD,OTCQX International Premier,6.050000,1.766200,959,Foreign Ordinary Shares,Norway,
NHZHF,NEW HORIZON HEALTH LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
NHZHY,NEW HORIZON HEALTH U/ADR,Pink Current,0.000000,,0,ADRs,,
NIABY,NIBE INDUSTRIER AB U/ADR,Pink Limited,9.200000,,20,ADRs,Sweden,
NIAKF,NIITAKA CO LTD ORD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
NICFF,NICHIAS CORP ORD,Pink Limited,22.900000,,0,Foreign Ordinary Shares,,
NICH,NITCHES INC,Pink Current,0.001900,5.555600,2431885,Common Stock,USA,Nevada
NICLF,CLASS 1 NICKEL & TECH,OTCQB,0.030800,0.653600,15500,Foreign Ordinary Shares,Canada,Ontario
NICMF,NICKEL INDUSTRIES LTD,Pink Current,0.590000,1.724100,11500,Foreign Ordinary Shares,Australia,New South Wales
NICXF,NICOX SA EUR ORD NEW,Pink Limited,0.636200,,0,Foreign Ordinary Shares,France,
NIDB,NORTHEAST INDIANA BNCRP,OTCQB,39.900000,,0,Common Stock,USA,Indiana
NIFCF,NIFCO INC ORD,Pink Limited,25.470000,,0,Foreign Ordinary Shares,Japan,
NIFCY,NIFCO INC UNSP/ADR,Pink Limited,13.650000,,0,ADRs,Japan,
NIHK,VIDEO RIVER NETWORKS INC,Pink Current,0.008900,0.000000,2814,Common Stock,USA,California
NIHL,NEW INFINITY HOLDINGS LTD,Pink Current,0.250000,,0,Common Stock,USA,Pennsylvania
NIIRF,NICHIRIN CO LTD KOBE CITY,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Japan,
NIJPF,NIPPON PAPER INDUS CO LTD,Pink Limited,7.630000,,0,Foreign Ordinary Shares,Japan,
NIKA,NIKA BIOTECHNOLOGY INC,Pink Current,0.576990,,0,Common Stock,USA,Nevada
NILA,NILAM RESOURCES INC,Pink Limited,0.013500,,0,Common Stock,USA,Washington
NILIF,SURGE BATTERY METALS INC,Pink Current,0.369405,4.351700,74898,Foreign Ordinary Shares,Canada,British Columbia
NIMU,NON-INVASIVE MONITORG SYS,Pink Current,0.017500,,0,Common Stock,USA,Florida
NINOF,NIKON CORP,Pink Limited,13.320000,,0,Foreign Ordinary Shares,Japan,
NINOY,NIKON CORP UNSP/ADR,Pink Limited,12.790000,-0.428200,1839,ADRs,Japan,
NINTF,NINETY ONE PLC,Pink Current,2.150000,,1,Foreign Ordinary Shares,United Kingdom,
NIOCF,NIO STRATEGIC METALS INC,Pink Current,0.005000,,0,Foreign Ordinary Shares,Canada,Quebec
NIOIF,NIO INC CL A,Pink Current,9.000000,,0,Foreign Ordinary Shares,,
NIOVF,PLATO GOLD CORP ORD,OTCQB,0.014800,,0,Foreign Ordinary Shares,Canada,Ontario
NIPKF,NIPPON KONPO UNYU SOK ORD,Pink Limited,11.532600,,0,Foreign Ordinary Shares,,
NIPMY,NH FOODS LTD UNSP/ADR,Pink Limited,15.090000,,0,ADRs,Japan,
NIPNF,NEC CORP ORD NEW,Pink Limited,46.220000,-4.838400,100,Foreign Ordinary Shares,Japan,
NIPOF,JAPAN HOTEL REIT INV CORP,Pink Limited,457.380000,,0,Foreign Ordinary Shares,,
NIPPF,NIPPON ACCOMMODTNS FD INC,Pink Limited,4603.290000,,0,Foreign Ordinary Shares,,
NIRCF,NIPPON ROAD CO,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
NIROF,SPORTSHERO LTD,Pink Current,0.017800,,0,Foreign Ordinary Shares,Australia,Western Australia
NISSF,NISSIN ELECTRIC CO ORD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
NISTF,NIPPON STEEL & SUMITOMO,Pink Current,20.657000,,0,Foreign Ordinary Shares,Japan,
NISUY,NISSUI CORP  U/ADR,Pink Limited,42.800000,,0,ADRs,Japan,
NITMF,HANNA CAP CORP,Pink Current,0.014700,,0,Foreign Ordinary Shares,,
NIUWF,NSI NV ORD,Pink Limited,23.400000,,0,Foreign Ordinary Shares,Belgium,
NJDCY,NIDEC CORP ADR,Pink Current,13.310000,-0.150000,87034,ADRs,Japan,
NJMLF,NOJIMA CO LTD ORD,Pink Limited,10.085000,,0,Foreign Ordinary Shares,,
NJMVF,NICHOLAS (J.N.) VIMTO PLC,Pink Current,19.090887,,0,Foreign Ordinary Shares,,
NKGFF,NEVADA KING GOLD CORP,OTCQX International,0.341000,2.525600,234762,Foreign Ordinary Shares,Canada,British Columbia
NKOKF,NORTISU KOKI CO LTD,Pink Limited,6.510000,,0,Foreign Ordinary Shares,,
NKORF,PALLADIUM ONE MINING INC,OTCQB,0.073100,-0.814100,55075,Foreign Ordinary Shares,Canada,Ontario
NKOSF,LABRADOR GOLD CORP,OTCQX International,0.188000,6.214700,57115,Foreign Ordinary Shares,Canada,Ontario
NKRCF,NAKANO CORP ORD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
NKRKF,NOKIAN TYRES PLC,Pink Limited,8.850000,4.240300,500,Foreign Ordinary Shares,Finland,
NKRKY,NOKIAN TYRES PLC UNSP/ADR,Pink Limited,4.250000,0.235800,17316,ADRs,Finland,
NLBS,NUTRALIFE BIOSCIENCES INC,Pink Limited,0.030000,,0,Common Stock,USA,Florida
NLCP,NEWLAKE CAP PARTNERS INC,OTCQX U.S.,13.780000,-0.720500,8971,Common Stock,USA,Connecticut
NLGCF,NORTHERN LION GOLD CORP,Pink Current,0.163100,,0,Foreign Ordinary Shares,Canada,British Columbia
NLIBF,NOA LITHIUM BRINES INC,Pink Current,0.406500,2.599700,5000,Foreign Ordinary Shares,Canada,Ontario
NLLGF,NILORNGRUPPEN AB,Pink Limited,9.100000,,0,Foreign Ordinary Shares,Sweden,
NLLRF,NIPPON PILLAR PACKING CO,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
NLLSF,NEL ASA,Pink Limited,1.170000,1.739100,62736,Foreign Ordinary Shares,Norway,
NLLSY,NEL ASA UNSP/ADR,Pink Limited,34.500000,-1.428600,257,ADRs,Norway,
NLPXF,NOBLE MINERAL EXPL  NEW,OTCQB,0.032900,,0,Foreign Ordinary Shares,Canada,Ontario
NLRCF,NORTHERN LIGHTS RES CORP,OTCQB,0.014400,,0,Foreign Ordinary Shares,Canada,British Columbia
NLSC,NAMLIONG SKYCOSMOS,Pink Current,0.919900,-2.127900,100,Common Stock,Taiwan,
NLST,NETLIST INC,OTCQB,3.343000,0.089800,209953,Common Stock,USA,California
NLTBF,NOLATO AB B SHS NEW,Pink Limited,4.500000,,0,Foreign Ordinary Shares,,
NLVVF,NEW LEAF VENTURES A,Pink Current,0.073000,-10.098500,2890,Foreign Ordinary Shares,Canada,British Columbia
NMAKF,NEMAK S A B DE C FNL IND,Pink Limited,0.229000,,0,Foreign Ordinary Shares,,
NMBF,NMB FINL  CORP,Pink Current,13.000000,,0,Common Stock,USA,New Jersey
NMEHF,NOMURA RL EST HLDGS INC,Pink Limited,23.450000,,0,Foreign Ordinary Shares,,
NMEX,NORTHERN MINERALS & EXPL,Pink Current,0.089000,-9.183700,3000,Common Stock,USA,Utah
NMGC,NEOMAGIC CORP,Pink Limited,0.010000,,0,Common Stock,USA,California
NMGX,NANO MAGIC INC,Pink Current,1.150000,,0,Common Stock,USA,Michigan
NMLSF,NOVA MENTIS LIFE SCIENCES,OTCQB,0.030900,17.045500,5050,Foreign Ordinary Shares,Canada,British Columbia
NMNZF,NORTEC MINERALS CORP,Pink Current,0.020000,,0,Foreign Ordinary Shares,Canada,British Columbia
NMPWP,NIAGARA MOH PWR 3.40 PR,Pink Current,65.950000,,0,Preferred Stock,USA,New York
NMREF,NAMIBIA CRITICAL METALS,OTCQB,0.075300,0.251600,22000,Foreign Ordinary Shares,Canada,Nova Scotia
NMSEF,LIFEIST WELLNESS WTS 2023,Pink Current,0.001100,,0,Warrants,Canada,British Columbia
NMTLF,NEW AGE METALS INC,OTCQB,0.033000,-2.366900,42678,Foreign Ordinary Shares,Canada,British Columbia
NMXS,NET MEDICAL XPS SLTNS INC,Pink Current,0.017000,,0,Common Stock,USA,New Mexico
NMYSF,NAMSYS INC,Pink Current,0.640000,,0,Foreign Ordinary Shares,,
NNAX,NEW MOMENTUM CORP,Pink Current,0.003500,,0,Common Stock,Singapore,
NNCHF,NISSAN CHEMICAL CORP,Pink Limited,45.400000,,0,Foreign Ordinary Shares,Japan,
NNCHY,NISSAN CHEML CP UNSP/ADR,Pink Limited,43.060000,,8,ADRs,Japan,
NNCSF,NANOSONICS LTD ORD,Pink Current,3.090000,,0,Foreign Ordinary Shares,Australia,New South Wales
NNDNF,NIDEC CORP ORD,Pink Limited,53.200000,0.188300,1158,Foreign Ordinary Shares,Japan,
NNFSF,NONGFU SPRING CO LTD,Pink Current,5.290000,,0,Foreign Ordinary Shares,,
NNFTF,NANOFILM TECHNOLOIES INC,Pink Current,2.520000,,0,Foreign Ordinary Shares,,
NNGPF,NN GROUP NV ORD,Pink Limited,36.884800,1.471300,128,Foreign Ordinary Shares,The Netherlands,
NNGRY,NN GROUP NV UNSP/ADR,Pink Limited,18.370000,1.045100,98293,ADRs,The Netherlands,
NNGVF,TESORO MINERALS CORP,Pink Current,0.011000,,0,Foreign Ordinary Shares,Canada,British Columbia
NNKEF,NANKAI ELECTRIC RY CO ORD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
NNLRF,NOVA NET LEASE REIT UNIT,OTCQB,0.130000,,0,Units,Canada,Ontario
NNMTF,NINE ENTMT CO HLDG ORD,Pink Current,1.910000,,0,Foreign Ordinary Shares,,
NNMX,NANOMIX CORPORATION,Pink Limited,0.025000,,8,Common Stock,USA,California
NNOCF,NANOCO GROUP PLC ORD,Pink Current,0.250000,,0,Foreign Ordinary Shares,United Kingdom,England
NNOMF,NANO ONE MATERIALS CORP,Pink Current,2.622000,3.228300,83007,Foreign Ordinary Shares,Canada,British Columbia
NNRI,NNRF INC,Pink Current,0.010900,-21.582700,119000,Common Stock,USA,Nevada
NNRX,NUTRANOMICS INC,Pink Limited,0.000100,0.000000,127906190,Common Stock,USA,Oregon
NNSCF,NEC NTWRKS&SYS INTR ORD,Pink Limited,15.310000,,0,Foreign Ordinary Shares,,
NNUP,NOCOPI TECHS INC,Pink Current,2.830000,-11.562500,9531,Common Stock,USA,Pennsylvania
NNVUF,NANOVEU LTD,Pink Current,0.020000,,0,Foreign Ordinary Shares,,
NNWWF,NORTH WEST CO VAR VT/COM,Pink Current,22.850000,,0,Foreign Ordinary Shares,Canada,Manitoba
NNXPF,NANOXPLORE INC,OTCQX International,2.490000,-1.190500,13892,Foreign Ordinary Shares,Canada,Quebec
NNXXY,NEXITY SA,Pink Limited,4.400000,7.843100,100,ADRs,France,
NNYAF,NANYA TECH CORP,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
NOBH,NOBILITY HOMES INC,OTCQX U.S.,29.950000,,50,Common Stock,USA,Florida
NOCRF,NORDEN CROWN METALS CORP,Pink Current,0.007000,,0,Foreign Ordinary Shares,Canada,British Columbia
NOCSF,NORSEMAN SILVER INC,OTCQB,0.045000,,0,Foreign Ordinary Shares,Canada,British Columbia
NODB,NORTH DALLAS BK&TR CO TEX,Pink Current,56.550000,,0,Common Stock,USA,Texas
NOEVF,NOEVIR HOLDINGS CO LTD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
NOFCF,NOF CORP ORD,Pink Limited,39.895000,,0,Foreign Ordinary Shares,Japan,
NOGFY,NONGFU SPRING UNSP/ADR,Pink Current,0.000000,,0,ADRs,,
NOHHF,NOHO PARTNERS OYJ,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
NOHO,NOVATION HOLDINGS INC,Pink Current,0.000001,0.000000,1759388,Common Stock,USA,Arizona
NOKBF,NOKIA A SHS,Pink Current,4.244000,0.521100,197611,Foreign Ordinary Shares,Finland,
NOMNF,CANEX METALS INC,Pink Current,0.041400,,0,Foreign Ordinary Shares,Canada,Alberta
NONEF,NETONE SYSTEMS CO LTD,Pink Limited,23.876500,,0,Foreign Ordinary Shares,Japan,
NONEY,NET ONE SYS CO UNSP/ADR,Pink Limited,0.868600,,0,ADRs,,
NONOF,NOVO NORDISK A/S B,Pink Current,157.590000,-1.104500,63305,Foreign Ordinary Shares,Denmark,
NOPMF,NEO PERFORMANCE MATERIALS,Pink Current,6.679800,2.359900,27783,Foreign Ordinary Shares,Canada,Ontario
NORD,NORDICUS PARTNERS CORP,Pink Current,0.750000,7.142900,1006,Common Stock,USA,Nevada
NORSF,NORSK TITANIUM AS,OTCQX International,0.398500,,0,Foreign Ordinary Shares,Norway,
NOSUF,NERDS ON SITE INC,OTCQB,0.048000,-7.156700,275,Foreign Ordinary Shares,Canada,Ontario
NOTR,NOWTRANSIT INC,Pink Current,9.010000,,0,Common Stock,USA,Utah
NOURF,NORTHERN URANIUM LTD ORD,Pink Current,0.010000,,0,Foreign Ordinary Shares,,
NOUV,NOUVEAU LIFE PHARMS INC,Pink Current,0.000150,-25.000000,2049999,Common Stock,USA,California
NOVRF,NOVA ROYALTY CORP,OTCQB,1.330000,3.906300,37882,Foreign Ordinary Shares,Canada,British Columbia
NOWG,NOWIGENCE INC A,OTCQB,0.500000,,0,Common Stock,USA,North Carolina
NOWVF,NOWVERTICAL GROUP SUB VTG,OTCQB,0.222000,,0,Foreign Ordinary Shares,Canada,Ontario
NOXOF,NOXOPHARM LIMITED,Pink Current,0.030000,,0,Foreign Ordinary Shares,,
NPACF,QUADIENT SA,Pink Limited,19.070000,,0,Foreign Ordinary Shares,France,
NPACY,QUADIENT SA UNSP/ADR,Pink Limited,1.284900,,0,ADRs,France,
NPCDF,NIPPON COMMERCIAL DEVELP,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
NPCPF,NIPPON PAINT HLDGS CO LTD,Pink Limited,8.688000,,0,Foreign Ordinary Shares,,
NPEGF,NIPPON ELECTRIC GLASS CO,Pink Limited,18.535000,,0,Foreign Ordinary Shares,,
