Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
AAAIF,ALTERNATIVE INVSTMENT TR,Pink Current,0.000000,,0,Fund,,
AAALF,AAREAL BANK AG AKT,Pink Current,31.990000,,0,Foreign Ordinary Shares,Germany,
AAALY,AAREAL BANK AG UNSP/ADR,Pink Current,34.650000,,0,ADRs,Germany,
AABB,ASIA BROADBAND INC,Pink Current,0.028500,2.518000,8396652,Common Stock,USA,Nevada
AABVF,ABERDEEN INTL INC,Pink Current,0.032400,,0,Foreign Ordinary Shares,Canada,Ontario
AACAF,AAC TECHS HLDGS INC ORD,Pink Current,2.370000,0.000000,400,Foreign Ordinary Shares,China,
AACAY,AAC TECHS HLDGS UNSP/ADR,Pink Current,2.310400,-0.284900,3580,ADRs,China,
AACTF,AURORA SOLAR TECHNOLOGIES,Pink Current,0.029900,0.000000,6100,Foreign Ordinary Shares,Canada,British Columbia
AAEEF,ALTAIR RES INC ORD,Pink Current,0.035000,,0,Foreign Ordinary Shares,,
AAFRF,AIRTEL AFRICA PLC,Pink Current,1.320000,,0,Foreign Ordinary Shares,United Kingdom,England
AAGC,ALL AMERICAN GOLD CORP,Pink Current,0.000300,0.000000,2810000,Common Stock,USA,New York
AAGEF,AAG ENERGY HOLDINGS,Pink Current,0.167700,,0,Foreign Ordinary Shares,,
AAGFF,AFTERMATH SILVER LTD ORD,OTCQX International,0.177110,2.139600,20090,Foreign Ordinary Shares,Canada,British Columbia
AAGH,AMERICA GREAT HEALTH,Pink Current,0.009000,0.000000,13000,Common Stock,USA,California
AAGIY,AIA GROUP LTD S/ADR,Pink Current,39.500000,-0.603900,258328,ADRs,Hong Kong,
AAGRY,ASTRA AGRO LESTR UNSP/ADR,Pink Limited,2.440000,,0,ADRs,Indonesia,
AAHIF,ASAHI CO LTD ORD,Pink Limited,12.679050,,0,Foreign Ordinary Shares,Japan,
AAIGF,AIA GROUP LTD ORD,Pink Current,9.790000,-1.706800,16334,Foreign Ordinary Shares,Hong Kong,
AAIRF,AMERICAN AIRES INC,Pink Current,0.025100,-8.892900,300,Foreign Ordinary Shares,Canada,Ontario
AALBF,AALBERTS INDUS NV ORD,Pink Limited,43.143900,,87,Foreign Ordinary Shares,,
AAMMF,ALMADEX MINERALS LTD,Pink Current,0.180000,-22.846100,13664,Foreign Ordinary Shares,Canada,British Columbia
AAMTF,ARMADA MERCANTILE LTD,Pink Current,0.306000,,0,Foreign Ordinary Shares,USA,California
AANNF,AROUNDTOWN SA ORD,Pink Limited,1.270000,,0,Foreign Ordinary Shares,,
AAPJ,AAP INC,Pink Current,0.001400,7.692300,708257,Common Stock,USA,Wyoming
AAPT,ALL AMERICAN PET CO INC,Pink Limited,0.000100,0.000000,50433,Common Stock,China,
AARTY,AIRTEL AFRICA PLC ADR,Pink Current,13.950000,,6,ADRs,United Kingdom,England
AASP,GLOBAL ACQUISITIONS CORP,Pink Current,0.145000,-27.500000,9400,Common Stock,USA,Nevada
AASZF,ATLANTIC SAPPHIRE AS,OTCQX International,0.600000,,0,Foreign Ordinary Shares,USA,Florida
AATC,AUTOSCOPE TECHS CORP,OTCQX U.S.,4.360000,-1.133800,8316,Common Stock,USA,Minnesota
AATGF,ATI AIRTEST TECHS INC,Pink Current,0.011500,-0.862100,30000,Foreign Ordinary Shares,Canada,British Columbia
AATP,AGAPE ATP CORP,Pink Current,6.000000,,0,Common Stock,Malaysia,
AATV,ADAPTIVE AD SYSTEMS INC,Pink Current,0.360000,,0,Common Stock,USA,Washington
AAUGF,ANGOLD RES LTD,Pink Current,0.056800,,0,Foreign Ordinary Shares,Canada,British Columbia
AAUKF,ANGLO AMER PLC ORD.,OTCQX International Premier,28.270000,-0.671700,286,Foreign Ordinary Shares,United Kingdom,
AAVMY,ABN AMR BK N V UNSP/ADR,Pink Limited,16.117500,0.046600,5035,ADRs,The Netherlands,
AAVVF,ADVANTAGE ENERGY LTD,Pink Current,6.850000,1.481500,11528,Foreign Ordinary Shares,Canada,Alberta
AAWH,ASCEND WELLNESS HOLDNGS A,OTCQX U.S.,0.765100,8.802600,127436,Foreign Ordinary Shares,USA,New York
AAYYY,AUSTRALIAN AGRCL UNSP/ADR,Pink Current,9.720000,2.966100,100,ADRs,Australia,Queensland
ABAKF,ABRDN ASIA-PAC INCOME FD,Pink Current,1.880000,,0,Foreign Ordinary Shares,United Kingdom,
ABANF,AUTOMATIC BANK SERVICES,Pink Limited,4.500000,,0,Foreign Ordinary Shares,,
ABBAF,ABRDN ASIAN INCOME FUND,Pink Current,2.200000,,0,Foreign Ordinary Shares,United Kingdom,England
ABBB,AUBURN BANCORP INC,Pink Current,9.150000,0.000000,420,Common Stock,USA,Maine
ABBNY,ABB LTD SPONS ADR,Pink Current,37.800000,0.159000,133640,ADRs,Switzerland,
ABBRF,ABRASILVER RESOURCE CORP,OTCQX International,0.219900,3.263700,260773,Foreign Ordinary Shares,Canada,Ontario
ABCAF,ATHABASCA MINERALS INC,Pink Current,0.077000,,0,Foreign Ordinary Shares,Canada,Alberta
ABCCF,ABC ARBITRAGE SA ORD,Pink Limited,8.380000,,0,Foreign Ordinary Shares,,
ABCFF,ABACUS MINING & EXPL ORD,Pink Current,0.031000,0.000000,10002,Foreign Ordinary Shares,Canada,British Columbia
ABCP,AMBASE CORP,Pink Current,0.149800,3.310300,1325,Common Stock,USA,Florida
ABCZF,ABCAM PLC ORD,Pink Current,23.800000,,0,Foreign Ordinary Shares,United Kingdom,England
ABDDF,AB DYNAMICS PLC,Pink Current,33.000000,,0,Foreign Ordinary Shares,United Kingdom,
ABDXF,ABINGDON HEALTH LTD,Pink Current,0.070000,,0,Foreign Ordinary Shares,United Kingdom,
ABEPF,VISION LITHIUM INC,OTCQB,0.069280,4.652600,5929,Foreign Ordinary Shares,Canada,Quebec
ABGSF,ABG SUNDAL COLLIER ASA,Pink Limited,0.520000,,0,Foreign Ordinary Shares,,
ABHBY,ALFEN BEHEER B V ADR,Pink Limited,32.000000,,0,ADRs,,
ABIT,ATHENA BITCOIN GLOBAL,Pink Current,0.079900,14.306200,215293,Common Stock,USA,Illinois
ABLT,AMERICAN BILTRITE INC,Pink Limited,97.000000,,0,Common Stock,USA,Massachusetts
ABLZF,ABB LTD ZUERICH,Pink Current,38.800000,3.715600,1943,Foreign Ordinary Shares,Switzerland,
ABMBF,ABCOURT MINES INC B,Pink Current,0.038000,,0,Foreign Ordinary Shares,Canada,Quebec
ABMC,AMER BIO MEDICA CORP,Pink Current,0.009700,,0,Common Stock,USA,New York
ABML,AMERICAN BATTERY TECH CO,OTCQX U.S.,0.721900,-1.802400,1077588,Common Stock,USA,Nevada
ABMRF,ABN AMRO GRP NV ORD,Pink Limited,14.781000,,0,Other Security Type,The Netherlands,
ABMT,ADVANCED BIOMEDICAL TECHS,Pink Limited,0.031000,,0,Common Stock,USA,New York
ABNAF,ABEN MINERALS LTD,Pink Current,0.105000,0.000000,2500,Foreign Ordinary Shares,Canada,British Columbia
ABOIF,ABOITIZ EQUITY VNTRS INC,Pink Limited,0.770000,,0,Foreign Ordinary Shares,Philippines,
ABQQ,AB INTL GROUP CORP NEW,Pink Current,0.000200,0.000000,202254,Common Stock,USA,New York
ABRMF,ARBOR METALS CORP,Pink Current,2.564800,3.004000,1000,Foreign Ordinary Shares,,
ABSSF,AIRBOSS OF AMERICA CORP,OTCQX International,5.121000,,11,Foreign Ordinary Shares,Canada,Ontario
ABTI,ALTEROLA BIOTECH INC,Pink Current,0.012000,22.762100,166100,Common Stock,United Kingdom,England
ABTO,AB&T FINCL CORP (NC),Pink Current,0.430000,-4.444400,86207,Common Stock,USA,North Carolina
ABTZY,ABOITIZ EQTY VNT UNSP/ADR,Pink Limited,9.600000,,3,ADRs,Philippines,
ABXXF,ABAXX TECHNOLOGIES INC,OTCQX International,5.490000,-1.964300,8910,Foreign Ordinary Shares,Canada,Ontario
ABZPF,ABOITIZ POWER CORP,Pink Limited,0.640000,,0,Foreign Ordinary Shares,Philippines,
ABZPY,ABOITIZ POWER UNSP/ADR,Pink Limited,13.570000,,0,ADRs,Philippines,
ACAN,AMERICANN INC,OTCQB,0.190000,0.000000,7483,Common Stock,USA,Colorado
ACAZF,ACADIAN TIMBER CORP ORD,Pink Current,12.550000,0.416100,321,Foreign Ordinary Shares,Canada,New Brunswick
ACBD,ANNABIDIOL CORP,Pink Limited,0.700000,,0,Common Stock,USA,Massachusetts
ACBM,ARCO BIOMEDICAL CO LTD,Pink Limited,2.050000,,0,Common Stock,USA,Indiana
ACCFF,ACCORD FINCL CORP,Pink Current,4.850000,-3.017500,1000,Foreign Ordinary Shares,Canada,Ontario
ACCMF,AAC CLYDE SPACE,OTCQX International,0.060000,-6.396300,20000,Foreign Ordinary Shares,Sweden,
ACCR,ACCESS-POWER & CO INC,Pink Current,0.002100,,0,Common Stock,USA,Florida
ACCYY,ACCOR SA SPNS/ADR,Pink Current,7.350000,1.239700,1900,ADRs,France,
ACDSF,ASCENDAS RL EST INVT TR,Pink Current,1.965000,-1.651700,889,Fund,Singapore,
ACDVF,AIR CANADA INC VTG & VAR,OTCQX International Premier,18.690000,0.107100,64463,Foreign Ordinary Shares,Canada,Quebec
ACDXF,AMERICAN COPPER DEV CORP,OTCQB,0.200000,19.331700,150,Foreign Ordinary Shares,Canada,British Columbia
ACEHF,ACE HARDWARE INDONESIA,Pink Limited,0.039520,,0,Foreign Ordinary Shares,,
ACEIY,ACER INC S/GDR 144A,Pink Limited,0.000000,,0,New York Registry Shs,Taiwan,
ACEJF,ACEA SPAR ITL,Pink Limited,11.600000,,0,Foreign Ordinary Shares,Italy,
ACENY,ASCENTIAL PLC UNSP/ADR,Pink Current,7.320000,,0,ADRs,United Kingdom,England
ACEYY,ACER INC S/GDR REG S,Pink Limited,3.050000,,0,New York Registry Shs,Taiwan,
ACFN,ACORN ENERGY INC,OTCQB,0.322500,0.781300,2879,Common Stock,USA,Delaware
ACGBF,AGRICULTURAL BANK OF CHIN,Pink Current,0.340000,-14.206400,2500,Foreign Ordinary Shares,China,
ACGBY,AGRICULTURAL B/C UNSP/ADR,Pink Current,8.312000,-1.165300,25521,ADRs,China,
ACGX,ALLIANCE CREATIVE GRP,Pink Current,0.370000,7.246400,45315,Common Stock,USA,Illinois
ACGYF,SUBSEA 7 SA ORD,Pink Limited,12.720000,,0,Foreign Ordinary Shares,United Kingdom,England
ACHFF,ARCH BIOPARTNERS INC ORD,OTCQB,1.560000,-0.636900,6700,Foreign Ordinary Shares,Canada,Ontario
ACHKF,ACHIKO AG NAMEN AKT,Pink Limited,0.005200,,0,Foreign Ordinary Shares,Switzerland,
ACHN,ACHISON INC A,Pink Current,1.010000,,0,Common Stock,USA,New York
ACIRF,AIMS APAC REIT,Pink Current,0.950000,,0,Fund,,
ACITF,ASIAN CITRUS HLDGS ORD,Pink Current,0.005000,,0,Foreign Ordinary Shares,,
ACJJF,ACOM CO LTD JPY,Pink Limited,2.286000,,0,Foreign Ordinary Shares,Japan,
ACKAF,ARCELIK A S,Pink Limited,2.209860,,0,Common Stock,Turkey,
ACKAY,ARCELIK A S UNSP/ADR,Pink Limited,20.000000,,63,ADRs,Turkey,
ACKDF,AUCKLAND INTL LTD ORD,Pink Current,5.050000,-3.441700,211,Foreign Ordinary Shares,New Zealand,
ACKRF,AMERICAN CREEK RES NEW,OTCQB,0.106975,1.350100,5000,Foreign Ordinary Shares,Canada,Alberta
ACLHF,ACME LITHIUM INC,OTCQX International,0.216500,-0.322300,69470,Foreign Ordinary Shares,Canada,British Columbia
ACLIF,ACCELLERON INDS AG,Pink Limited,23.200000,,1,Foreign Ordinary Shares,Switzerland,
ACLLF,ATCO LTD 1 NV CDA,Pink Current,28.730000,-0.828400,2528,Foreign Ordinary Shares,Canada,Alberta
ACLLY,ACCELLERON INDS U/ADR,Pink Limited,23.540000,-0.169600,2608,ADRs,Switzerland,
ACLTF,ATCO LTD,Pink Current,30.280000,,0,Foreign Ordinary Shares,Canada,Alberta
ACMB,AGRO CAPITAL MGMT CP,Pink Current,0.008300,,0,Common Stock,USA,California
ACMLF,ASCOM HOLDING AG BERN,Pink Limited,7.480000,,0,Foreign Ordinary Shares,Switzerland,
ACMMY,ACOM CO LTD ADR,Pink Limited,0.000000,,0,ADRs,,
ACMT,ACMAT CORP,Pink Current,33.500000,,0,Common Stock,USA,Connecticut
ACMTA,ACMAT CORP A,Pink Current,33.500000,,0,Common Stock,USA,Connecticut
ACNDF,ASCENDAS INDIA TRUST UNIT,Pink Current,0.857600,,0,Fund,Singapore,
ACNFF,AMSTERDAM COMMODITIES NV,Pink Limited,22.801000,,0,Foreign Ordinary Shares,The Netherlands,
ACNNF,AUSCANN GROUP HLDGS LTD,Pink Current,0.001200,-60.720100,9000,Foreign Ordinary Shares,Australia,Western Australia
ACOGF,ALPHA COGNITION INC NEW,OTCQB,0.209000,4.500000,64440,Foreign Ordinary Shares,Canada,British Columbia
ACOPF,A2 MILK CO LTD,Pink Current,3.260000,-2.686600,1598,Foreign Ordinary Shares,New Zealand,
ACOPY,THE A2 MILK CO UNSP/ADR,Pink Current,3.260000,2.839100,1220,ADRs,New Zealand,
ACPIF,AC ENERGY CORP,Pink Limited,0.067000,,0,Foreign Ordinary Shares,,
ACPRF,AVANTE MINING CORP,Pink Current,0.007600,,0,Foreign Ordinary Shares,,
ACPS,AC PARTNERS INC,Pink Current,0.000000,,0,Common Stock,USA,Florida
ACRDF,ACREAGE HLDG CL D SUB VTG,OTCQX International,0.187500,-1.315800,34867,Foreign Ordinary Shares,USA,New York
ACRFF,ACCOR SA,Pink Current,37.270000,,51,Foreign Ordinary Shares,France,
ACRG,AMERICAN CLEAN RESOURCES,OTCQB,2.990500,,0,Common Stock,USA,Colorado
ACRHF,ACREAGE HLDG CL E SUB VTG,OTCQX International,0.170000,-8.454500,68995,Foreign Ordinary Shares,USA,New York
ACRL,ATACAMA RESOURCES INTL,Pink Current,0.005400,8.000000,459250,Common Stock,USA,Florida
ACRU,AMERICREW INC,Pink Current,0.900000,,0,Common Stock,USA,New Jersey
ACSAF,ACS ACTIVIDADES DE CONSTR,Pink Limited,31.925000,,0,Foreign Ordinary Shares,Spain,
ACSAY,ACS ACTIVIDADS CNS UN/ADR,Pink Limited,6.820000,3.963400,3476,ADRs,Spain,
ACSYF,ACCSYS TECHNOLOGIES PLC,Pink Current,1.020000,,0,Foreign Ordinary Shares,United Kingdom,
ACTHF,ADURO CLEAN TECHNOLOGIES,OTCQB,0.790500,-0.063200,172454,Foreign Ordinary Shares,Canada,Ontario
ACTX,ADVANCED CONTAINER,Pink Limited,0.210000,0.000000,363,Common Stock,USA,California
ACUT,ACCUSTEM SCIENCES INC,OTCQB,0.900000,-10.000000,2749,Common Stock,USA,New York
ACWRF,ACCELEWARE LTD,Pink Current,0.220000,,0,Foreign Ordinary Shares,Canada,Alberta
ACXIF,ACCIONA SA,Pink Limited,149.709000,1.154700,105,Foreign Ordinary Shares,Spain,
ADBCF,ADBRI LIMITED,Pink Current,1.010000,,0,Foreign Ordinary Shares,Australia,
ADBGF,ADORE BEAUTY GROUP LTD,Pink Current,0.650000,,0,Foreign Ordinary Shares,,
ADBKF,ADDIKO BK AG,Pink Limited,15.500000,,0,Common Stock,,
ADBMF,AUDIOBOOM GROUP PLC,Pink Current,22.696073,,0,Foreign Ordinary Shares,Jersey,
ADBRF,ALDEBARAN RESOURCES INC,OTCQX International,0.620100,-7.447800,5000,Foreign Ordinary Shares,Canada,British Columbia
ADCOF,ADCORE INC.,OTCQX International,0.160000,0.000000,11500,Foreign Ordinary Shares,Israel,
ADCV,AD CAPITAL US INC,Pink Limited,0.121000,,0,Common Stock,USA,Texas
ADDDF,ADIDAS AG ORD,OTCQX International Premier,186.012500,3.054000,569,Foreign Ordinary Shares,Germany,
ADDHY,ADDTECH AB UNSP/ADR,Pink Limited,10.500000,,0,ADRs,,
ADDLF,ADDLIFE AB SHS AK B NEW,Pink Limited,42.000000,,0,Foreign Ordinary Shares,Sweden,
ADDLY,ADDLIFE AB UNSP/ADR,Pink Limited,0.000000,,0,ADRs,Sweden,
ADDYY,ADIDAS AG S/ADR,OTCQX International Premier,92.200000,0.853200,34331,ADRs,Germany,
ADERY,AIDA ENGINEERING LTD ADR,Pink Limited,61.520000,,0,ADRs,Japan,
ADEVF,ADEVINTA ASA,Pink Limited,7.000000,,39,Foreign Ordinary Shares,,
ADEVY,ADEVINTA ASA UNSP/ADR,Pink Limited,3.000000,,0,ADRs,,
ADFJF,ADF GROUP INC S/VTG,Pink Current,2.780000,,0,Foreign Ordinary Shares,Canada,Quebec
ADGCF,ADVANCE LITHIUM CORP,Pink Current,0.021000,,0,Foreign Ordinary Shares,,
ADHC,AMER DIVRSFD HLDGS CORP,Pink Limited,0.002200,-2.222200,1563932,Common Stock,USA,California
ADHI,ARSENAL DIGITAL HLDGS INC,Pink Current,0.742000,,0,Common Stock,USA,Texas
ADHLF,APPLIED DEV HLDGS LTD ORD,Pink Current,0.007700,,0,Foreign Ordinary Shares,China,
ADIA,ADIA NUTRITION INC,Pink Current,0.013700,-40.174700,13327,Common Stock,USA,California
ADIWW,ADIAL PHARMAC WTS 24,Pink Current,0.003200,,0,Warrants,USA,Virginia
ADLDY,ADBRI LIMITED  UNS/ADR,Pink Current,6.250000,,39,ADRs,Australia,
ADLRF,ALARIS EQ PTNRS UT 3C7,Pink Current,12.000000,,0,Units,Canada,Alberta
ADMG,ADAMANT DRI PRCNG &MNRLS,Pink Current,0.250000,,0,Common Stock,USA,Idaho
ADMLF,ADRIATIC METALS CHESS DEP,OTCQX International,2.398600,6.604400,4790,Other Security Type,United Kingdom,
ADMQ,ADM ENDEAVORS INC,OTCQB,0.037000,-7.268200,102250,Common Stock,USA,Texas
ADMT,ADM TRONICS UNLTD INC,OTCQB,0.140000,2.189800,25101,Common Stock,USA,New Jersey
ADNGF,AIDA ENGINEERING LTD ORD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Japan,
ADOB,ADORBS INC,Pink Current,0.000000,,0,Common Stock,Canada,Saskatchewan
ADOOY,PT ADARO ENERGY UNSP/ADR,Pink Limited,7.510000,,264,ADRs,Indonesia,
ADPPF,ADLER GROUP S A,Pink Limited,0.731200,,0,Foreign Ordinary Shares,,
ADPXF,AUDIO PIXELS HLDGS ORD,Pink Current,7.500000,,0,Foreign Ordinary Shares,Australia,New South Wales
ADPXY,AUDIO PIXELS HLDGS S/ADR,Pink Current,8.500000,,0,ADRs,Australia,New South Wales
ADRLF,ADAVALE RESOURCES LTD,Pink Current,0.010000,,0,Foreign Ordinary Shares,,
ADRNY,KONINKLIJKE AD N.V. S/ADR,OTCQX International Premier,34.200000,0.087800,702856,ADRs,The Netherlands,
ADRTW,AULT DISRUPTIVE TECH WTS,Pink Current,0.027000,,0,Warrants,USA,Nevada
ADRZF,ANDRITZ AG GRAZ AKT,Pink Current,52.765000,,0,Foreign Ordinary Shares,Austria,
ADRZY,ANDRITZ AG UNSP/ADR,Pink Current,10.320000,-0.289900,1468,ADRs,Austria,
ADSGF,ADESSO AG AFTER CAP REDTN,Pink Limited,129.510000,,0,Foreign Ordinary Shares,,
ADTLF,ADRIATIC METALS PLC ORD,Pink Current,2.190000,,0,Foreign Ordinary Shares,United Kingdom,
ADTTF,ADVANTEST CORP ORD,Pink Current,124.000000,,0,Foreign Ordinary Shares,Japan,
ADVLF,ADVANCE LGISTCS INVT REIT,Pink Limited,0.000000,,0,Other Security Type,,
ADVOF,ADVA OPTICAL NETWORKING,Pink Current,20.930000,,0,Foreign Ordinary Shares,Germany,
ADVZF,ADVENTUS MNG CORP,OTCQX International,0.226000,-5.833300,1500,Foreign Ordinary Shares,Canada,Ontario
ADWPF,ANDREW PELLER LTD ORD A,Pink Current,3.076800,,0,Foreign Ordinary Shares,Canada,Ontario
ADWYF,ADWAYS CO LTD ORD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
ADXDF,ADEX MINING CORP,Pink Current,0.002200,,0,Foreign Ordinary Shares,Canada,Ontario
ADXRF,ADX ENERGY LTD,Pink Current,0.006100,,0,Foreign Ordinary Shares,Australia,
ADXS,AYALA PHARMACEUTICALS INC,OTCQX U.S.,0.941500,-0.894700,3223,Common Stock,USA,New Jersey
ADYEY,ADYEN NV UNSP/ADR,Pink Limited,16.170000,0.936300,414420,ADRs,The Netherlands,
ADYIF,ADYA INC,OTCQB,0.000000,,0,Foreign Ordinary Shares,Canada,Ontario
ADYRF,ADYTON RES CORP,OTCQB,0.007400,,0,Foreign Ordinary Shares,Canada,British Columbia
ADYYF,ADYEN NV ORD,Pink Limited,1640.000000,3.600800,21,Foreign Ordinary Shares,The Netherlands,
ADZCF,DEUTSCHE BK AGRI SHT ETN,Pink Current,45.000000,,0,Other Security Type,Germany,
ADZZF,ADVANCE RESIDENCE INV ORD,Pink Limited,2377.000000,,0,Foreign Ordinary Shares,,
AEBMF,ANADOLU EFES BIRACK ORD,Pink Current,6.119900,,0,Common Stock,Turkey,
AEBMY,ANADOLU EFES S/ADR 144A,Pink Current,0.000000,,0,ADRs,Turkey,
AEBZY,ANADOLU EFES BIRCLK S/ADR,Pink Current,0.584250,,94,ADRs,Turkey,
AECLY,AE & CI LIMITED ADR,Pink Current,7.900000,,0,ADRs,South Africa,
AECX,CURRENTC POWER CORP,Pink Current,0.124000,,0,Common Stock,USA,New York
AEDFF,AEDIFICA SICAFI BRUXELLE,Pink Limited,66.755000,-2.547400,463,Foreign Ordinary Shares,,
AEGOF,AEGON N.V. ORD,Pink Current,5.300000,,0,Foreign Ordinary Shares,The Netherlands,
AEGXF,AECON GROUP INC,Pink Current,8.796000,,0,Foreign Ordinary Shares,Canada,Ontario
AELIY,ANADOLU HAYAT EM UNSP/ADR,Pink Limited,2.780000,,1,ADRs,,
AELTF,ADACEL TECHS LTD,Pink Current,0.435200,,0,Foreign Ordinary Shares,Australia,
AEMFF,AEM HOLDINGS LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
AEMMF,A2A SPA ORD,Pink Limited,1.220000,,0,Foreign Ordinary Shares,Italy,
AEMMY,A2A SPA UNSP/ADR,Pink Limited,8.230000,,0,ADRs,Italy,
AEOJF,AEON FINCL SVCS JPN ORD,Pink Limited,9.580000,,0,Foreign Ordinary Shares,,
AEORF,AEON REIT INVT CORP,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Japan,
AEOXF,AEROPORTS DE PARIS ADP,Pink Limited,138.950000,-5.257100,2,Foreign Ordinary Shares,France,
AEPLF,ANGLO ESTRN PLNTION ORD,Pink Current,10.205000,,0,Foreign Ordinary Shares,United Kingdom,
AEPT,AMERICAN ENGY PARTNERS,Pink Current,0.035000,,4,Common Stock,USA,Pennsylvania
AERG,APPLIED ENERGETICS INC,OTCQB,2.660000,0.000000,35305,Common Stock,USA,Arizona
AERGP,APPLIED ENERGETIC PFD A,Pink Current,0.000000,,0,Preferred Stock,USA,Arizona
AERS,AERIUS,Pink Current,0.002500,,0,Common Stock,USA,Nevada
AESO,ATLANTIC ENERGY SLTNS INC,Pink Current,0.015000,0.000000,6100,Common Stock,USA,Wyoming
AETLF,AERIS ENVIRONMENTAL LTD,Pink Current,0.021000,,0,Foreign Ordinary Shares,Australia,New South Wales
AETUF,ARC RESOURCES LTD ORD,Pink Current,13.860000,0.580600,43851,Foreign Ordinary Shares,Canada,Alberta
AEXAF,ATOS ORIGIN SA ORD,Pink Limited,14.530000,,45,Foreign Ordinary Shares,France,
AEXAY,ATOS ORIGIN SA UNSP/ADR,Pink Limited,3.048200,5.110300,3139,ADRs,France,
AEXFF,AMINEX PLC ORD,Pink Current,0.010000,,0,Foreign Ordinary Shares,United Kingdom,England
AFBOF,AFRICAN RAINBOW MNRLS LTD,Pink Current,10.190000,,0,Foreign Ordinary Shares,Mauritius,
AFDG,AFRICAN DISCOVERY GRP INC,Pink Limited,0.038500,-3.750000,2450,Common Stock,USA,New York
AFFCF,AMERICAN FUTURE FUEL CORP,OTCQB,0.155000,,134,Foreign Ordinary Shares,Canada,British Columbia
AFFG,AFF HOLDING GROUP INC,Pink Current,0.000000,,12,Common Stock,Hong Kong,
AFFL,AFFILIATED RES CORP,Pink Current,0.009000,,0,Common Stock,USA,North Carolina
AFFU,AFFLUENCE CORP,Pink Current,0.016000,30.081300,280056,Common Stock,USA,Colorado
AFGVF,AGFA GAVARET ORD,Pink Limited,2.960000,,0,Foreign Ordinary Shares,Belgium,
AFGVY,AGFA GEVAERT NV UNSP/ADR,Pink Limited,5.750000,,0,ADRs,Belgium,
AFGYF,AFC ENERGY PLC ORD,Pink Current,0.159700,-0.187500,100,Foreign Ordinary Shares,United Kingdom,England
AFHIF,ATLAS FINANCIAL HLDGS INC,Pink Limited,0.020200,0.000000,1102,Common Stock,USA,Illinois
AFLYY,AIR FRANCE-KLM ADS,Pink Current,1.915000,2.390000,10220,ADRs,France,
AFMJF,ALPHAMIN RES CORP,Pink Current,0.790000,-1.250000,152917,Foreign Ordinary Shares,Mauritius,
AFNL,AMFIN FINANCIAL CORP,Pink Limited,182.010000,,0,Common Stock,USA,Ohio
AFOM,ALL FOR ONE MEDIA CORP,Pink Current,0.000001,-98.000000,10404,Common Stock,USA,New York
AFRAF,AIR FRANCE KLM ORD,Pink Current,1.845500,,0,Foreign Ordinary Shares,France,
AFTLF,AFRIMAT LIMITED,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
AFTPF,AFT PHARMACEUTICALS LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,New Zealand,
AFXXF,AFRY AB SHARES B,Pink Limited,16.200000,,0,Foreign Ordinary Shares,Sweden,
AGAEW,ALLIED GMING ENT WTS 24,Pink Current,0.004500,-2.173900,5050,Warrants,USA,New York
AGATF,DEUTSCHE BK AGRI DBL SHRT,Pink Current,20.000000,,0,Structured Product,Germany,
AGBIF,ATLAS GLOBAL BRANDS INC,Pink Current,0.299200,,0,Foreign Ordinary Shares,Canada,Ontario
AGCCF,GENSOURCE POTASH CORP ORD,Pink Current,0.100000,0.000000,5000,Foreign Ordinary Shares,Canada,Saskatchewan
AGDXF,ANTIOQUA GOLD INC,Pink Current,0.007500,,0,Foreign Ordinary Shares,Canada,Alberta
AGDY,AGRI-DYNAMICS INC,Pink Current,0.008225,,0,Common Stock,USA,New York
AGEEF,ALTAGAS LTD SERIES E PFD,Pink Current,15.200000,,0,Preferred Stock,Canada,Alberta
AGESF,AGEAS NV,Pink Current,44.000000,,0,Foreign Ordinary Shares,Belgium,
AGESY,AGEAS NV S/ADR NEW,Pink Current,40.520000,1.072600,7065,ADRs,Belgium,
AGFAF,AGRA VENTURES LTD,Pink Current,0.002500,,36,Foreign Ordinary Shares,Canada,British Columbia
AGFMF,AGF MGMT LTD B,Pink Current,5.850000,,2,Foreign Ordinary Shares,Canada,Ontario
AGFXF,DEUTSCHE BK AGRI LONG ETN,Pink Current,11.010000,,0,Other Security Type,,
AGGI,ALLIED ENERGY INC,Pink Limited,0.003600,,0,Common Stock,Hong Kong,
AGGNY,AEGEAN AIRLS SA UNSP/ADR,Pink Limited,0.000000,,0,ADRs,,
AGGZF,AG GROWTH INTL INC,Pink Current,37.968800,,0,Foreign Ordinary Shares,Canada,Manitoba
AGHLF,AMUSE GROUP HLDG LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,China,Hong Kong
AGIN,AMERICAN GRAPHITE TECHS,Pink Limited,0.006200,-43.636400,13636,Common Stock,USA,New York
AGLAF,T2 METALS CORP,OTCQB,0.151100,-2.327100,3566,Foreign Ordinary Shares,Canada,British Columbia
AGLDF,AUSTRAL GOLD LTD ORD,Pink Current,0.029000,-2.027000,100000,Foreign Ordinary Shares,Australia,New South Wales
